x(m), y(m), heading(deg)
45.722, 46.805, 155.55
45.630, 46.847, 156.71
45.537, 46.887, 157.86
45.444, 46.925, 159.02
45.349, 46.961, 160.18
45.254, 46.996, 161.34
45.159, 47.028, 162.50
45.062, 47.058, 163.66
44.965, 47.087, 164.81
44.868, 47.113, 165.97
44.770, 47.138, 167.13
44.671, 47.160, 168.29
44.572, 47.181, 169.45
44.473, 47.199, 170.61
44.373, 47.216, 171.76
44.273, 47.230, 172.92
44.173, 47.243, 174.08
44.072, 47.253, 175.24
43.971, 47.262, 176.40
43.871, 47.268, 177.55
43.770, 47.272, 178.71
43.668, 47.275, 179.87
43.567, 47.275, -178.97
43.466, 47.273, -177.81
43.365, 47.269, -176.65
43.264, 47.263, -175.50
43.164, 47.255, -174.34
43.063, 47.245, -173.18
42.963, 47.233, -172.02
42.863, 47.219, -170.86
42.763, 47.203, -169.70
42.663, 47.185, -168.55
42.564, 47.165, -167.39
42.466, 47.143, -166.23
42.368, 47.119, -165.07
42.270, 47.093, -163.91
42.173, 47.065, -162.75
42.076, 47.035, -161.60
41.980, 47.003, -160.44
41.885, 46.969, -159.28
41.791, 46.933, -158.12
41.697, 46.896, -156.96
41.604, 46.856, -155.81
41.512, 46.815, -154.65
41.420, 46.771, -153.49
41.330, 46.726, -152.33
41.240, 46.679, -151.17
41.152, 46.631, -150.01
41.064, 46.580, -148.86
40.978, 46.528, -147.70
40.892, 46.474, -146.54
40.808, 46.418, -145.38
40.725, 46.361, -144.22
40.643, 46.302, -143.06
40.562, 46.241, -141.91
40.482, 46.179, -140.75
40.404, 46.115, -139.59
40.327, 46.049, -138.43
40.252, 45.982, -137.27
40.177, 45.913, -136.12
40.104, 45.843, -134.96
40.033, 45.772, -133.80
39.963, 45.699, -132.64
39.895, 45.625, -131.48
39.828, 45.549, -130.32
39.762, 45.472, -129.17
39.698, 45.393, -128.01
39.636, 45.314, -126.85
39.576, 45.233, -125.69
39.517, 45.151, -124.53
39.459, 45.068, -123.37
39.404, 44.983, -122.22
39.350, 44.898, -121.06
39.298, 44.811, -119.90
39.247, 44.723, -118.74
39.199, 44.635, -117.58
39.152, 44.545, -116.42
39.107, 44.455, -115.27
39.064, 44.363, -114.11
39.022, 44.271, -112.95
38.983, 44.178, -111.79
38.946, 44.084, -110.63
38.910, 43.989, -109.48
38.876, 43.894, -108.32
38.844, 43.798, -107.16
38.815, 43.702, -106.00
38.787, 43.605, -104.84
38.761, 43.507, -103.68
38.737, 43.409, -102.53
38.715, 43.310, -101.37
38.695, 43.211, 171.77
7.878, 47.669, -81.82
8.590, 42.720, 2.89
90.000, 46.824, 180.00
5.000, 46.824, 5.39
49.577, 51.031, -83.36
49.588, 50.931, -82.19
49.602, 50.830, -81.03
49.618, 50.730, -79.87
49.636, 50.630, -78.71
49.656, 50.531, -77.55
49.677, 50.432, -76.39
49.701, 50.334, -75.23
49.727, 50.236, -74.07
49.755, 50.138, -72.91
49.785, 50.041, -71.74
49.816, 49.945, -70.58
49.850, 49.850, -69.42
49.886, 49.755, -68.26
49.923, 49.661, -67.10
49.963, 49.567, -65.94
50.004, 49.475, -64.78
50.047, 49.383, -63.62
50.092, 49.292, -62.46
50.139, 49.203, -61.29
50.188, 49.114, -60.13
50.238, 49.026, -58.97
50.290, 48.939, -57.81
50.344, 48.853, -56.65
50.400, 48.769, -55.49
50.457, 48.685, -54.33
50.517, 48.603, -53.17
50.577, 48.522, -52.01
50.640, 48.442, -50.85
50.704, 48.363, -49.68
50.769, 48.286, -48.52
50.836, 48.210, -47.36
50.905, 48.136, -46.20
50.975, 48.063, -45.04
51.047, 47.991, -43.88
51.120, 47.921, -42.72
51.194, 47.852, -41.56
51.270, 47.785, -40.40
51.347, 47.719, -39.23
51.426, 47.655, -38.07
51.505, 47.592, -36.91
51.586, 47.532, -35.75
51.669, 47.472, -34.59
51.752, 47.415, -33.43
51.837, 47.359, -32.27
51.922, 47.305, -31.11
52.009, 47.253, -29.95
52.097, 47.202, -28.79
52.186, 47.153, -27.62
52.275, 47.106, -26.46
52.366, 47.061, -25.30
52.458, 47.018, -24.14
52.550, 46.976, -22.98
52.643, 46.937, -21.82
52.737, 46.899, -20.66
52.832, 46.863, -19.50
52.928, 46.830, -18.34
53.024, 46.798, -17.17
53.121, 46.768, -16.01
53.218, 46.740, -14.85
53.316, 46.714, -13.69
53.415, 46.690, -12.53
53.513, 46.668, -11.37
53.613, 46.648, -10.21
53.712, 46.630, -9.05
53.813, 46.614, -7.89
53.913, 46.600, -6.72
54.014, 46.588, -5.56
54.114, 46.578, -4.40
54.215, 46.571, -3.24
54.317, 46.565, -2.08
54.418, 46.561, -0.92
54.519, 46.560, 0.24
54.620, 46.560, 1.40
54.722, 46.563, 2.56
54.823, 46.567, 3.72
54.924, 46.574, 4.89
55.025, 46.582, 6.05
55.126, 46.593, 7.21
55.226, 46.606, 8.37
55.327, 46.620, 9.53
55.426, 46.637, 10.69
55.526, 46.656, 11.85
55.625, 46.677, 13.01
55.724, 46.700, 14.17
55.822, 46.724, 15.34
55.920, 46.751, 16.50
56.017, 46.780, 17.66
56.114, 46.811, 18.82
56.209, 46.843, 19.98
56.305, 46.878, 21.14
56.399, 46.915, 22.30
56.493, 46.953, 23.46
56.586, 46.993, 24.62
56.678, 47.036, 25.79
56.769, 47.080, 26.95
56.859, 47.126, 28.11
56.949, 47.173, 29.27
57.037, 47.223, 30.43
57.125, 47.274, 31.59
57.211, 47.327, 32.75
57.296, 47.382, 33.91
57.380, 47.439, 35.07
57.463, 47.497, 36.23
57.545, 47.557, 37.40
57.625, 47.618, 38.56
57.705, 47.681, 39.72
57.783, 47.746, 40.88
57.859, 47.812, 42.04
57.934, 47.880, 43.20
58.008, 47.950, 44.36
58.081, 48.020, 45.52
58.152, 48.093, 46.68
58.221, 48.166, 47.85
58.289, 48.242, 49.01
58.356, 48.318, 50.17
58.421, 48.396, 51.33
58.484, 48.475, 52.49
58.546, 48.555, 53.65
58.606, 48.637, 54.81
58.664, 48.720, 55.97
58.721, 48.804, 57.13
58.776, 48.889, 58.29
58.829, 48.975, 59.46
58.880, 49.062, 60.62
58.930, 49.151, 61.78
58.978, 49.240, 62.94
59.024, 49.330, 64.10
59.068, 49.421, 65.26
59.111, 49.513, 66.42
59.151, 49.606, 67.58
59.190, 49.700, 68.74
59.227, 49.794, 69.91
59.261, 49.889, 71.07
59.294, 49.985, 72.23
59.325, 50.082, 73.39
59.354, 50.179, 74.55
59.381, 50.276, 75.71
59.406, 50.375, 76.87
59.429, 50.473, 78.03
59.450, 50.572, 79.19
59.469, 50.672, 80.36
59.486, 50.772, 81.52
59.501, 50.872, 82.68
59.514, 50.973, -3.40
92.122, 49.037, 98.18
91.410, 53.986, -177.11
10.000, 49.882, 0.00
92.000, 49.882, -178.31
48.602, 48.604, 93.00
48.597, 48.705, 94.16
48.590, 48.806, 95.32
48.580, 48.906, 96.48
48.569, 49.007, 97.64
48.555, 49.107, 98.79
48.540, 49.207, 99.95
48.522, 49.306, 101.11
48.503, 49.406, 102.27
48.482, 49.504, 103.43
48.458, 49.603, 104.59
48.433, 49.701, 105.74
48.405, 49.798, 106.90
48.376, 49.894, 108.06
48.344, 49.991, 109.22
48.311, 50.086, 110.38
48.276, 50.181, 111.53
48.239, 50.275, 112.69
48.200, 50.368, 113.85
48.159, 50.460, 115.01
48.116, 50.552, 116.17
48.072, 50.643, 117.33
48.025, 50.733, 118.48
47.977, 50.821, 119.64
47.927, 50.909, 120.80
47.875, 50.996, 121.96
47.822, 51.082, 123.12
47.767, 51.167, 124.28
47.710, 51.250, 125.43
47.651, 51.332, 126.59
47.591, 51.414, 127.75
47.529, 51.493, 128.91
47.466, 51.572, 130.07
47.400, 51.649, 131.22
47.334, 51.725, 132.38
47.266, 51.800, 133.54
47.196, 51.873, 134.70
47.125, 51.945, 135.86
47.052, 52.016, 137.02
46.979, 52.085, 138.17
46.903, 52.152, 139.33
46.827, 52.218, 140.49
46.749, 52.282, 141.65
46.669, 52.345, 142.81
46.589, 52.406, 143.97
46.507, 52.465, 145.12
46.424, 52.523, 146.28
46.340, 52.579, 147.44
46.255, 52.634, 148.60
46.169, 52.686, 149.76
46.081, 52.737, 150.92
45.993, 52.786, 152.07
45.904, 52.834, 153.23
45.813, 52.879, 154.39
45.722, 52.923, 155.55
45.630, 52.965, 156.71
45.537, 53.005, 157.86
45.444, 53.043, 159.02
45.349, 53.079, 160.18
45.254, 53.113, 161.34
45.159, 53.146, 162.50
45.062, 53.176, 163.66
44.965, 53.204, 164.81
44.868, 53.231, 165.97
44.770, 53.255, 167.13
44.671, 53.278, 168.29
44.572, 53.298, 169.45
44.473, 53.317, 170.61
44.373, 53.333, 171.76
44.273, 53.348, 172.92
44.173, 53.360, 174.08
44.072, 53.371, 175.24
43.971, 53.379, 176.40
43.871, 53.386, 177.55
43.770, 53.390, 178.71
43.668, 53.392, 179.87
43.567, 53.392, -178.97
43.466, 53.391, -177.81
43.365, 53.387, -176.65
43.264, 53.381, -175.50
43.164, 53.373, -174.34
43.063, 53.363, -173.18
42.963, 53.351, -172.02
42.863, 53.337, -170.86
42.763, 53.321, -169.70
42.663, 53.303, -168.55
42.564, 53.283, -167.39
42.466, 53.261, -166.23
42.368, 53.237, -165.07
42.270, 53.211, -163.91
42.173, 53.183, -162.75
42.076, 53.153, -161.60
41.980, 53.121, -160.44
41.885, 53.087, -159.28
41.791, 53.051, -158.12
41.697, 53.013, -156.96
41.604, 52.974, -155.81
41.512, 52.932, -154.65
41.420, 52.889, -153.49
41.330, 52.844, -152.33
41.240, 52.797, -151.17
41.152, 52.748, -150.01
41.064, 52.698, -148.86
40.978, 52.646, -147.70
40.892, 52.592, -146.54
40.808, 52.536, -145.38
40.725, 52.478, -144.22
40.643, 52.419, -143.06
40.562, 52.359, -141.91
40.482, 52.296, -140.75
40.404, 52.232, -139.59
40.327, 52.167, -138.43
40.252, 52.100, -137.27
40.177, 52.031, -136.12
40.104, 51.961, -134.96
40.033, 51.889, -133.80
39.963, 51.817, -132.64
39.895, 51.742, -131.48
39.828, 51.666, -130.32
39.762, 51.589, -129.17
39.698, 51.511, -128.01
39.636, 51.431, -126.85
39.576, 51.351, -125.69
39.517, 51.268, -124.53
39.459, 51.185, -123.37
39.404, 51.101, -122.22
39.350, 51.015, -121.06
39.298, 50.929, -119.90
39.247, 50.841, -118.74
39.199, 50.752, -117.58
39.152, 50.663, -116.42
39.107, 50.572, -115.27
39.064, 50.481, -114.11
39.022, 50.389, -112.95
38.983, 50.296, -111.79
38.946, 50.202, -110.63
38.910, 50.107, -109.48
38.876, 50.012, -108.32
38.844, 49.916, -107.16
38.815, 49.819, -106.00
38.787, 49.722, -104.84
38.761, 49.624, -103.68
38.737, 49.526, -102.53
38.715, 49.428, -101.37
38.695, 49.328, 171.77
7.878, 53.786, -81.82
8.590, 48.837, 2.89
90.000, 52.941, 180.00
5.000, 52.941, 5.39
49.577, 57.149, -83.36
49.588, 57.048, -82.19
49.602, 56.948, -81.03
49.618, 56.848, -79.87
49.636, 56.748, -78.71
49.656, 56.649, -77.55
49.677, 56.550, -76.39
49.701, 56.451, -75.23
49.727, 56.353, -74.07
49.755, 56.256, -72.91
49.785, 56.159, -71.74
49.816, 56.063, -70.58
49.850, 55.967, -69.42
49.886, 55.872, -68.26
49.923, 55.778, -67.10
49.963, 55.685, -65.94
50.004, 55.593, -64.78
50.047, 55.501, -63.62
50.092, 55.410, -62.46
50.139, 55.320, -61.29
50.188, 55.231, -60.13
50.238, 55.144, -58.97
50.290, 55.057, -57.81
50.344, 54.971, -56.65
50.400, 54.886, -55.49
50.457, 54.803, -54.33
50.517, 54.721, -53.17
50.577, 54.639, -52.01
50.640, 54.560, -50.85
50.704, 54.481, -49.68
50.769, 54.404, -48.52
50.836, 54.328, -47.36
50.905, 54.253, -46.20
50.975, 54.180, -45.04
51.047, 54.108, -43.88
51.120, 54.038, -42.72
51.194, 53.970, -41.56
51.270, 53.902, -40.40
51.347, 53.837, -39.23
51.426, 53.773, -38.07
51.505, 53.710, -36.91
51.586, 53.649, -35.75
51.669, 53.590, -34.59
51.752, 53.532, -33.43
51.837, 53.477, -32.27
51.922, 53.423, -31.11
52.009, 53.370, -29.95
52.097, 53.320, -28.79
52.186, 53.271, -27.62
52.275, 53.224, -26.46
52.366, 53.179, -25.30
52.458, 53.135, -24.14
52.550, 53.094, -22.98
52.643, 53.054, -21.82
52.737, 53.017, -20.66
52.832, 52.981, -19.50
52.928, 52.947, -18.34
53.024, 52.915, -17.17
53.121, 52.885, -16.01
53.218, 52.857, -14.85
53.316, 52.832, -13.69
53.415, 52.808, -12.53
53.513, 52.786, -11.37
53.613, 52.766, -10.21
53.712, 52.748, -9.05
53.813, 52.732, -7.89
53.913, 52.718, -6.72
54.014, 52.706, -5.56
54.114, 52.696, -4.40
54.215, 52.688, -3.24
54.317, 52.683, -2.08
54.418, 52.679, -0.92
54.519, 52.677, 0.24
54.620, 52.678, 1.40
54.722, 52.680, 2.56
54.823, 52.685, 3.72
54.924, 52.691, 4.89
55.025, 52.700, 6.05
55.126, 52.711, 7.21
55.226, 52.723, 8.37
55.327, 52.738, 9.53
55.426, 52.755, 10.69
55.526, 52.774, 11.85
55.625, 52.794, 13.01
55.724, 52.817, 14.17
55.822, 52.842, 15.34
55.920, 52.869, 16.50
56.017, 52.898, 17.66
56.114, 52.928, 18.82
56.209, 52.961, 19.98
56.305, 52.996, 21.14
56.399, 53.032, 22.30
56.493, 53.071, 23.46
56.586, 53.111, 24.62
56.678, 53.153, 25.79
56.769, 53.197, 26.95
56.859, 53.243, 28.11
56.949, 53.291, 29.27
57.037, 53.340, 30.43
57.125, 53.392, 31.59
57.211, 53.445, 32.75
57.296, 53.500, 33.91
57.380, 53.556, 35.07
57.463, 53.614, 36.23
57.545, 53.674, 37.40
57.625, 53.736, 38.56
57.705, 53.799, 39.72
57.783, 53.864, 40.88
57.859, 53.930, 42.04
57.934, 53.998, 43.20
58.008, 54.067, 44.36
58.081, 54.138, 45.52
58.152, 54.210, 46.68
58.221, 54.284, 47.85
58.289, 54.359, 49.01
58.356, 54.436, 50.17
58.421, 54.514, 51.33
58.484, 54.593, 52.49
58.546, 54.673, 53.65
58.606, 54.755, 54.81
58.664, 54.837, 55.97
58.721, 54.921, 57.13
58.776, 55.006, 58.29
58.829, 55.093, 59.46
58.880, 55.180, 60.62
58.930, 55.268, 61.78
58.978, 55.358, 62.94
59.024, 55.448, 64.10
59.068, 55.539, 65.26
59.111, 55.631, 66.42
59.151, 55.724, 67.58
59.190, 55.817, 68.74
59.227, 55.912, 69.91
59.261, 56.007, 71.07
59.294, 56.103, 72.23
59.325, 56.199, 73.39
59.354, 56.296, 74.55
59.381, 56.394, 75.71
59.406, 56.492, 76.87
59.429, 56.591, 78.03
59.450, 56.690, 79.19
59.469, 56.790, 80.36
59.486, 56.889, 81.52
59.501, 56.990, 82.68
59.514, 57.090, -3.40
92.122, 55.155, 98.18
91.410, 60.104, -177.11
10.000, 56.000, 180.00
5.000, 56.000, 180.00
